SECCION;IPCC_SECTOR;IPCC_DIVISION;IPCC_CLASS;IPCC_SUBCLASS;CONTAMINANTE;UNIDAD;CO2EQ1990;CO2EQ1991;CO2EQ1992;CO2EQ1993;CO2EQ1994;CO2EQ1995;CO2EQ1996;CO2EQ1997;CO2EQ1998;CO2EQ1999;CO2EQ2000;CO2EQ2001;CO2EQ2002;CO2EQ2003;CO2EQ2004;CO2EQ2005;CO2EQ2006;CO2EQ2007;CO2EQ2008;CO2EQ2009;CO2EQ2010;CO2EQ2011;CO2EQ2012;CO2EQ2013;CO2EQ2014;CO2EQ2015;CO2EQ2016;CO2EQ2017;CO2EQ2018;CO2EQ2019;CO2EQ2020;EM1990;EM1991;EM1992;EM1993;EM1994;EM1995;EM1996;EM1997;EM1998;EM1999;EM2000;EM2001;EM2002;EM2003;EM2004;EM2005;EM2006;EM2007;EM2008;EM2009;EM2010;EM2011;EM2012;EM2013;EM2014;EM2015;EM2016;EM2017;EM2018;EM2019;EM2020;;;;;;;;;;
INV;5;C;1;2;CH4;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;5;C;1;2;CO2;Gg;89,63;62,34;66,83;54,53;57,05;29,13;29,79;11,74;11,55;12,41;12,37;12,37;12,37;6,05;1,34;0,84;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;89,63;62,34;66,83;54,53;57,05;29,13;29,79;11,74;11,55;12,41;12,37;12,37;12,37;6,05;1,34;0,84;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;5;C;1;2;N2O;Gg;3,78;2,61;2,81;2,28;2,40;1,19;1,23;0,45;0,45;0,49;0,47;0,46;0,44;0,21;0,04;0,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,01;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;5;C;2;1;CH4;Gg;178,45;160,82;173,62;154,90;144,72;105,56;219,68;261,25;205,20;186,36;236,96;292,33;220,13;319,48;241,38;204,47;261,47;269,02;248,52;291,63;301,30;320,06;193,51;369,53;223,14;306,70;299,50;283,00;392,28;270,96;270,96;7,14;6,43;6,94;6,20;5,79;4,22;8,79;10,45;8,21;7,45;9,48;11,69;8,81;12,78;9,66;8,18;10,46;10,76;9,94;11,67;12,05;12,80;7,74;14,78;8,93;12,27;11,98;11,32;15,69;10,84;10,84;;;;;;;;;;
INV;5;C;2;1;N2O;Gg;218,98;192,61;211,52;186,29;168,18;130,39;247,45;290,45;234,86;222,46;270,35;313,85;254,19;349,08;273,15;238,31;294,49;294,14;275,33;313,06;323,83;337,96;221,87;390,10;254,31;325,79;320,90;303,57;412,64;297,69;297,69;0,73;0,65;0,71;0,63;0,56;0,44;0,83;0,97;0,79;0,75;0,91;1,05;0,85;1,17;0,92;0,80;0,99;0,99;0,92;1,05;1,09;1,13;0,74;1,31;0,85;1,09;1,08;1,02;1,38;1,00;1,00;;;;;;;;;;
INV;5;C;2;2;CH4;Gg;37,65;41,10;42,91;34,87;25,39;16,24;9,14;11,82;7,98;4,91;1,47;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,51;1,64;1,72;1,39;1,02;0,65;0,37;0,47;0,32;0,20;0,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;5;C;2;2;CO2;Gg;34,75;38,28;49,08;47,26;34,34;21,93;12,31;15,91;10,97;6,90;2,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;34,75;38,28;49,08;47,26;34,34;21,93;12,31;15,91;10,97;6,90;2,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;5;C;2;2;N2O;Gg;6,40;7,00;7,42;6,11;4,45;2,85;1,61;2,08;1,40;0,86;0,26;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,02;0,02;0,02;0,02;0,01;0,01;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;5;D;1;;CH4;Gg;3.460,90;3.338,03;3.223,43;2.985,61;2.888,45;2.825,37;2.721,22;2.560,64;2.139,47;1.877,84;1.712,84;1.433,47;1.325,70;1.128,71;982,68;922,04;1.082,74;1.328,26;1.184,50;1.055,24;925,44;1.016,53;1.017,38;695,59;693,35;715,94;715,76;671,35;669,57;552,97;555,69;138,44;133,52;128,94;119,42;115,54;113,01;108,85;102,43;85,58;75,11;68,51;57,34;53,03;45,15;39,31;36,88;43,31;53,13;47,38;42,21;37,02;40,66;40,70;27,82;27,73;28,64;28,63;26,85;26,78;22,12;22,23;;;;;;;;;;
INV;5;D;1;;N2O;Gg;862,84;822,01;817,11;826,49;823,34;789,15;785,10;823,94;832,34;831,30;788,45;810,16;839,76;850,66;770,06;754,45;743,73;757,63;837,91;821,78;818,48;818,67;819,20;891,13;856,23;842,84;849,42;811,12;810,24;806,69;913,71;2,90;2,76;2,74;2,77;2,76;2,65;2,63;2,76;2,79;2,79;2,65;2,72;2,82;2,85;2,58;2,53;2,50;2,54;2,81;2,76;2,75;2,75;2,75;2,99;2,87;2,83;2,85;2,72;2,72;2,71;3,07;;;;;;;;;;
INV;5;D;2;;CH4;Gg;1.719,20;1.664,18;1.575,37;1.567,87;1.672,28;1.627,30;1.589,18;1.657,67;1.682,22;1.652,86;1.587,95;1.556,07;1.552,89;1.556,85;1.522,72;1.494,06;1.466,89;1.465,62;1.362,56;1.285,73;1.307,98;1.285,20;1.177,14;1.124,93;1.145,41;1.151,80;1.174,18;1.188,12;1.211,48;1.211,58;1.161,68;68,77;66,57;63,01;62,71;66,89;65,09;63,57;66,31;67,29;66,11;63,52;62,24;62,12;62,27;60,91;59,76;58,68;58,62;54,50;51,43;52,32;51,41;47,09;45,00;45,82;46,07;46,97;47,52;48,46;48,46;46,47;;;;;;;;;;
INV;5;E;1;;CH4;Gg;43,89;41,98;39,40;36,44;31,20;26,67;22,78;19,43;16,10;16,50;16,71;17,14;18,61;19,08;18,95;17,54;17,78;19,22;19,28;10,48;0,79;0,77;0,78;0,32;0,42;0,46;0,46;0,50;0,50;0,50;0,50;1,76;1,68;1,58;1,46;1,25;1,07;0,91;0,78;0,64;0,66;0,67;0,69;0,74;0,76;0,76;0,70;0,71;0,77;0,77;0,42;0,03;0,03;0,03;0,01;0,02;0,02;0,02;0,02;0,02;0,02;0,02;;;;;;;;;;
INV;5;E;2;;CH4;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,21;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,25;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;5;E;2;;CO2;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;27,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;27,60;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;5;E;2;;N2O;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
LULUCF;4;A;1;1;CH4;Gg;255,92;342,36;149,43;119,35;557,36;202,33;78,29;144,99;183,05;115,00;248,07;113,95;138,67;202,10;197,33;271,93;246,54;102,78;64,57;159,64;75,18;139,68;303,76;82,06;64,87;157,82;79,74;213,61;29,96;42,67;122,56;10,24;13,69;5,98;4,77;22,29;8,09;3,13;5,80;7,32;4,60;9,92;4,56;5,55;8,08;7,89;10,88;9,86;4,11;2,58;6,39;3,01;5,59;12,15;3,28;2,59;6,31;3,19;8,54;1,20;1,71;4,90;;;;;;;;;;
LULUCF;4;A;1;1;CO2;Gg;-21.396,45;-21.585,52;-21.774,64;-21.963,81;-22.153,03;-22.342,28;-22.531,59;-22.720,94;-23.980,15;-25.570,14;-27.448,38;-28.217,71;-27.004,26;-26.788,03;-26.801,47;-26.743,33;-27.104,22;-27.460,07;-27.477,94;-27.507,64;-27.554,01;-27.615,16;-27.670,11;-27.732,87;-27.869,67;-28.070,31;-28.295,77;-28.502,64;-28.727,51;-28.852,65;-28.990,90;-21.396,45;-21.585,52;-21.774,64;-21.963,81;-22.153,03;-22.342,28;-22.531,59;-22.720,94;-23.980,15;-25.570,14;-27.448,38;-28.217,71;-27.004,26;-26.788,03;-26.801,47;-26.743,33;-27.104,22;-27.460,07;-27.477,94;-27.507,64;-27.554,01;-27.615,16;-27.670,11;-27.732,87;-27.869,67;-28.070,31;-28.295,77;-28.502,64;-28.727,51;-28.852,65;-28.990,90;;;;;;;;;;
LULUCF;4;A;1;1;N2O;Gg;229,38;288,94;132,76;108,11;461,52;189,05;76,65;138,57;169,73;107,20;237,51;108,91;129,76;176,20;164,87;244,20;206,79;93,93;62,94;146,70;73,82;136,90;271,88;74,91;63,52;144,82;71,15;188,21;25,66;40,02;112,34;0,77;0,97;0,45;0,36;1,55;0,63;0,26;0,47;0,57;0,36;0,80;0,37;0,44;0,59;0,55;0,82;0,69;0,32;0,21;0,49;0,25;0,46;0,91;0,25;0,21;0,49;0,24;0,63;0,09;0,13;0,38;;;;;;;;;;
LULUCF;4;A;2;0;CH4;Gg;37,81;47,97;19,78;14,92;67,32;24,10;9,27;16,98;21,31;12,88;26,81;11,69;13,40;18,29;17,07;22,48;20,27;8,38;5,27;13,06;6,04;11,00;23,55;6,14;4,48;10,00;4,39;10,23;1,18;1,49;3,69;1,51;1,92;0,79;0,60;2,69;0,96;0,37;0,68;0,85;0,52;1,07;0,47;0,54;0,73;0,68;0,90;0,81;0,34;0,21;0,52;0,24;0,44;0,94;0,25;0,18;0,40;0,18;0,41;0,05;0,06;0,15;;;;;;;;;;
LULUCF;4;A;2;0;CO2;Gg;811,91;944,01;419,40;325,30;1.287,90;548,92;225,45;399,10;480,24;292,29;631,75;274,90;305,89;376,77;330,07;483,59;394,60;184,52;126,97;290,11;147,15;267,38;504,10;134,79;108,39;221,47;93,45;213,96;23,63;33,91;81,65;811,91;944,01;419,40;325,30;1.287,90;548,92;225,45;399,10;480,24;292,29;631,75;274,90;305,89;376,77;330,07;483,59;394,60;184,52;126,97;290,11;147,15;267,38;504,10;134,79;108,39;221,47;93,45;213,96;23,63;33,91;81,65;;;;;;;;;;
LULUCF;4;A;2;0;N2O;Gg;36,91;45,28;23,97;21,45;64,54;32,28;19,77;27,77;33,36;25,97;40,03;26,02;28,01;32,01;35,09;42,07;39,49;31,56;29,49;35,23;27,60;30,91;39,67;23,07;21,80;26,30;20,62;25,16;15,39;15,81;17,40;0,12;0,15;0,08;0,07;0,22;0,11;0,07;0,09;0,11;0,09;0,13;0,09;0,09;0,11;0,12;0,14;0,13;0,11;0,10;0,12;0,09;0,10;0,13;0,08;0,07;0,09;0,07;0,08;0,05;0,05;0,06;;;;;;;;;;
LULUCF;4;A;2;1;CO2;Gg;-11,81;-21,46;-28,23;-32,16;-469,38;-1.087,82;-1.817,45;-2.490,04;-3.187,23;-3.616,54;-4.132,79;-4.493,62;-4.677,92;-4.892,39;-5.055,90;-5.275,02;-5.422,00;-5.544,87;-5.613,74;-5.666,94;-5.728,43;-5.792,69;-5.838,70;-5.878,23;-5.468,61;-4.877,00;-4.155,92;-3.512,77;-2.816,67;-2.388,83;-1.874,79;-11,81;-21,46;-28,23;-32,16;-469,38;-1.087,82;-1.817,45;-2.490,04;-3.187,23;-3.616,54;-4.132,79;-4.493,62;-4.677,92;-4.892,39;-5.055,90;-5.275,02;-5.422,00;-5.544,87;-5.613,74;-5.666,94;-5.728,43;-5.792,69;-5.838,70;-5.878,23;-5.468,61;-4.877,00;-4.155,92;-3.512,77;-2.816,67;-2.388,83;-1.874,79;;;;;;;;;;
LULUCF;4;A;2;2;CO2;Gg;-10.747,18;-10.268,90;-9.782,26;-9.299,66;-8.749,71;-8.215,61;-7.687,81;-7.152,36;-6.664,08;-6.064,30;-5.466,21;-4.855,09;-4.297,90;-3.742,69;-3.420,58;-2.948,19;-2.823,21;-2.749,60;-2.748,04;-2.674,26;-2.553,66;-2.406,08;-2.248,28;-2.105,84;-2.052,05;-1.955,22;-1.852,10;-1.746,58;-1.568,80;-1.518,16;-1.434,07;-10.747,18;-10.268,90;-9.782,26;-9.299,66;-8.749,71;-8.215,61;-7.687,81;-7.152,36;-6.664,08;-6.064,30;-5.466,21;-4.855,09;-4.297,90;-3.742,69;-3.420,58;-2.948,19;-2.823,21;-2.749,60;-2.748,04;-2.674,26;-2.553,66;-2.406,08;-2.248,28;-2.105,84;-2.052,05;-1.955,22;-1.852,10;-1.746,58;-1.568,80;-1.518,16;-1.434,07;;;;;;;;;;
LULUCF;4;A;2;3;CO2;Gg;-0,68;-0,74;-0,77;-0,87;-1,01;-1,06;-1,12;-1,25;-1,39;-1,46;-2,39;-2,57;-2,69;-2,86;-2,89;-3,67;-3,78;-3,78;-3,78;-3,31;-3,09;-3,03;-3,01;-2,91;-2,76;-2,72;-2,66;-2,53;-2,38;-2,31;-1,39;-0,68;-0,74;-0,77;-0,87;-1,01;-1,06;-1,12;-1,25;-1,39;-1,46;-2,39;-2,57;-2,69;-2,86;-2,89;-3,67;-3,78;-3,78;-3,78;-3,31;-3,09;-3,03;-3,01;-2,91;-2,76;-2,72;-2,66;-2,53;-2,38;-2,31;-1,39;;;;;;;;;;
LULUCF;4;A;2;4;CO2;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
LULUCF;4;A;2;5;CO2;Gg;-1.421,21;-1.325,85;-1.220,20;-1.141,97;-1.026,00;-954,08;-857,81;-754,14;-713,27;-643,22;-578,04;-525,16;-464,66;-398,30;-347,68;-303,24;-256,87;-211,27;-211,27;-203,96;-195,78;-178,84;-160,44;-131,67;-116,83;-100,73;-79,87;-73,68;-54,65;-46,43;-44,20;-1.421,21;-1.325,85;-1.220,20;-1.141,97;-1.026,00;-954,08;-857,81;-754,14;-713,27;-643,22;-578,04;-525,16;-464,66;-398,30;-347,68;-303,24;-256,87;-211,27;-211,27;-203,96;-195,78;-178,84;-160,44;-131,67;-116,83;-100,73;-79,87;-73,68;-54,65;-46,43;-44,20;;;;;;;;;;
LULUCF;4;B;1;1;CH4;Gg;5,69;13,36;8,59;2,53;10,48;5,38;5,47;2,96;2,68;2,29;6,98;5,75;7,43;7,10;6,04;4,00;11,56;4,50;5,69;7,08;3,25;3,14;8,36;5,70;4,43;5,54;5,02;6,82;7,05;7,09;4,61;0,23;0,53;0,34;0,10;0,42;0,22;0,22;0,12;0,11;0,09;0,28;0,23;0,30;0,28;0,24;0,16;0,46;0,18;0,23;0,28;0,13;0,13;0,33;0,23;0,18;0,22;0,20;0,27;0,28;0,28;0,18;;;;;;;;;;
LULUCF;4;B;1;1;CO2;Gg;-203,21;-268,47;-333,74;-399,01;-464,27;-529,53;-594,78;-660,02;-725,26;-790,50;-855,74;-921,00;-986,68;-1.052,35;-1.118,03;-1.718,84;-2.775,06;-905,80;-1.075,36;-895,46;-2.668,10;-3.026,57;-1.917,27;-68,85;-1.435,73;-3.649,54;-3.981,43;-4.281,18;-4.249,19;-4.159,12;-3.880,73;-203,21;-268,47;-333,74;-399,01;-464,27;-529,53;-594,78;-660,02;-725,26;-790,50;-855,74;-921,00;-986,68;-1.052,35;-1.118,03;-1.718,84;-2.775,06;-905,80;-1.075,36;-895,46;-2.668,10;-3.026,57;-1.917,27;-68,85;-1.435,73;-3.649,54;-3.981,43;-4.281,18;-4.249,19;-4.159,12;-3.880,73;;;;;;;;;;
LULUCF;4;B;1;1;N2O;Gg;6,18;14,53;9,34;2,73;11,41;5,86;5,95;3,20;2,92;2,49;7,60;6,26;8,09;7,72;6,57;4,33;12,52;4,83;6,05;7,18;3,31;3,18;7,54;5,88;4,72;5,83;4,90;7,05;6,83;7,45;4,56;0,02;0,05;0,03;0,01;0,04;0,02;0,02;0,01;0,01;0,01;0,03;0,02;0,03;0,03;0,02;0,01;0,04;0,02;0,02;0,02;0,01;0,01;0,03;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;;;;;;;;;;
LULUCF;4;B;2;0;CH4;Gg;0,03;0,10;0,09;0,03;0,16;0,09;0,11;0,07;0,07;0,06;0,22;0,18;0,24;0,23;0,20;0,13;0,37;0,14;0,18;0,23;0,10;0,09;0,21;0,13;0,09;0,10;0,08;0,09;0,08;0,07;0,03;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,00;0,00;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
LULUCF;4;B;2;0;CO2;Gg;0,80;2,80;2,40;0,87;4,40;2,65;3,09;1,88;1,92;1,81;6,06;5,07;6,65;6,43;5,55;3,71;10,39;3,92;4,94;5,79;2,49;2,20;4,56;3,41;2,49;2,73;1,95;2,47;1,96;1,77;0,81;0,80;2,80;2,40;0,87;4,40;2,65;3,09;1,88;1,92;1,81;6,06;5,07;6,65;6,43;5,55;3,71;10,39;3,92;4,94;5,79;2,49;2,20;4,56;3,41;2,49;2,73;1,95;2,47;1,96;1,77;0,81;;;;;;;;;;
LULUCF;4;B;2;0;N2O;Gg;30,39;43,95;57,42;70,85;84,47;97,89;111,39;124,83;138,32;151,80;165,45;167,10;168,86;170,54;172,19;173,81;167,34;162,16;163,84;163,61;151,40;139,31;127,33;115,19;103,08;91,01;78,90;66,84;54,74;42,65;30,53;0,10;0,15;0,19;0,24;0,28;0,33;0,37;0,42;0,46;0,51;0,56;0,56;0,57;0,57;0,58;0,58;0,56;0,54;0,55;0,55;0,51;0,47;0,43;0,39;0,35;0,31;0,26;0,22;0,18;0,14;0,10;;;;;;;;;;
LULUCF;4;B;2;1;CO2;Gg;351,91;361,49;371,07;380,65;390,22;399,80;409,38;418,95;428,67;438,57;448,69;392,46;398,96;405,42;411,86;416,13;311,04;239,10;244,25;224,93;135,99;130,67;127,29;124,59;117,99;110,73;105,62;100,57;95,83;91,12;86,52;351,91;361,49;371,07;380,65;390,22;399,80;409,38;418,95;428,67;438,57;448,69;392,46;398,96;405,42;411,86;416,13;311,04;239,10;244,25;224,93;135,99;130,67;127,29;124,59;117,99;110,73;105,62;100,57;95,83;91,12;86,52;;;;;;;;;;
LULUCF;4;B;2;2;CO2;Gg;-156,58;-5,22;146,13;297,49;448,84;600,18;751,52;902,85;1.054,18;1.205,52;1.356,85;1.648,68;1.664,22;1.679,75;1.695,29;1.695,88;1.683,35;1.756,21;1.770,18;1.792,62;1.610,85;1.469,66;1.362,94;1.265,89;1.102,14;931,11;795,20;660,88;530,73;400,65;271,00;-156,58;-5,22;146,13;297,49;448,84;600,18;751,52;902,85;1.054,18;1.205,52;1.356,85;1.648,68;1.664,22;1.679,75;1.695,29;1.695,88;1.683,35;1.756,21;1.770,18;1.792,62;1.610,85;1.469,66;1.362,94;1.265,89;1.102,14;931,11;795,20;660,88;530,73;400,65;271,00;;;;;;;;;;
LULUCF;4;B;2;3;CO2;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
LULUCF;4;B;2;4;CO2;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
LULUCF;4;B;2;5;CO2;Gg;-25,55;-31,65;-37,75;-43,85;-49,95;-56,05;-62,15;-68,26;-74,36;-80,46;-86,56;-102,66;-111,15;-119,63;-128,12;-137,09;-146,57;-153,06;-161,58;-169,75;-174,14;-176,93;-177,87;-177,83;-181,91;-187,15;-189,96;-192,74;-195,08;-197,33;-199,28;-25,55;-31,65;-37,75;-43,85;-49,95;-56,05;-62,15;-68,26;-74,36;-80,46;-86,56;-102,66;-111,15;-119,63;-128,12;-137,09;-146,57;-153,06;-161,58;-169,75;-174,14;-176,93;-177,87;-177,83;-181,91;-187,15;-189,96;-192,74;-195,08;-197,33;-199,28;;;;;;;;;;
LULUCF;4;C;1;1;CH4;Gg;13,15;18,08;3,19;3,01;14,54;3,50;3,63;2,30;4,06;2,81;9,73;9,48;9,95;12,96;13,95;7,06;6,64;7,82;4,95;6,71;2,93;6,06;10,47;6,09;4,53;6,77;3,77;5,49;1,66;2,77;5,17;0,53;0,72;0,13;0,12;0,58;0,14;0,15;0,09;0,16;0,11;0,39;0,38;0,40;0,52;0,56;0,28;0,27;0,31;0,20;0,27;0,12;0,24;0,42;0,24;0,18;0,27;0,15;0,22;0,07;0,11;0,21;;;;;;;;;;
LULUCF;4;C;1;1;CO2;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
LULUCF;4;C;1;1;N2O;Gg;14,31;19,68;3,47;3,28;15,82;3,81;3,95;2,51;4,42;3,06;10,59;10,32;10,83;14,11;15,18;7,68;7,22;8,51;5,39;7,31;3,19;6,59;11,39;6,63;4,93;7,37;4,11;5,98;1,81;3,02;5,63;0,05;0,07;0,01;0,01;0,05;0,01;0,01;0,01;0,01;0,01;0,04;0,03;0,04;0,05;0,05;0,03;0,02;0,03;0,02;0,02;0,01;0,02;0,04;0,02;0,02;0,02;0,01;0,02;0,01;0,01;0,02;;;;;;;;;;
LULUCF;4;C;2;0;CH4;Gg;1,09;1,48;0,26;0,24;1,12;0,26;0,27;0,17;0,29;0,19;0,65;0,63;0,66;0,86;0,92;0,47;0,39;0,42;0,24;0,30;0,12;0,22;0,35;0,18;0,12;0,15;0,07;0,08;0,02;0,02;0,02;0,04;0,06;0,01;0,01;0,04;0,01;0,01;0,01;0,01;0,01;0,03;0,03;0,03;0,03;0,04;0,02;0,02;0,02;0,01;0,01;0,00;0,01;0,01;0,01;0,00;0,01;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
LULUCF;4;C;2;0;CO2;Gg;30,71;41,45;7,17;6,65;31,46;7,40;7,51;4,66;8,01;5,39;18,14;17,63;18,47;24,01;25,84;13,07;11,07;11,72;6,86;8,45;3,37;6,31;9,76;5,03;3,26;4,15;1,91;2,21;0,50;0,54;0,47;30,71;41,45;7,17;6,65;31,46;7,40;7,51;4,66;8,01;5,39;18,14;17,63;18,47;24,01;25,84;13,07;11,07;11,72;6,86;8,45;3,37;6,31;9,76;5,03;3,26;4,15;1,91;2,21;0,50;0,54;0,47;;;;;;;;;;
LULUCF;4;C;2;0;N2O;Gg;1,26;1,75;0,49;0,54;1,58;0,71;0,79;0,75;0,95;0,92;1,48;1,54;1,65;1,95;2,10;1,68;1,68;1,79;1,68;1,82;1,63;1,75;1,90;1,72;1,66;1,70;1,63;1,64;1,59;1,60;1,60;0,00;0,01;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;;;;;;;;;;
LULUCF;4;C;2;1;CO2;Gg;152,42;156,14;159,86;163,57;167,29;171,01;174,73;178,45;182,30;186,33;190,56;216,63;221,24;225,79;230,32;234,81;239,34;243,91;248,48;253,05;256,79;260,53;264,27;268,00;271,74;275,48;279,22;282,95;286,69;290,43;294,17;152,42;156,14;159,86;163,57;167,29;171,01;174,73;178,45;182,30;186,33;190,56;216,63;221,24;225,79;230,32;234,81;239,34;243,91;248,48;253,05;256,79;260,53;264,27;268,00;271,74;275,48;279,22;282,95;286,69;290,43;294,17;;;;;;;;;;
